months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
75,27,831053,8/5/1992,IN,250/500,1000,1202.75,0,602289,MALE,High School,handlers-cleaners,board-games,not-in-family,57900,-90100,1/21/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,9911 Britain Lane,23,3,NO,0,2,YES,79560,6630,13260,59670,Volkswagen,Passat,2003,N
75,25,106186,12/2/2011,IL,500/1000,1000,1389.86,0,472475,FEMALE,Associate,priv-house-serv,hiking,husband,0,0,1/18/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,5985 Lincoln Lane,23,2,?,2,3,YES,65100,6510,6510,52080,Saab,93,2011,N
339,49,840806,2/14/1994,IN,500/1000,2000,1570.77,0,441142,MALE,JD,adm-clerical,paintball,not-in-family,98800,-65300,1/18/2015,Vehicle Theft,?,Minor Damage,,SC,Columbus,2193 4th Ridge,13,1,NO,0,3,NO,6820,1240,620,4960,Mercedes,ML350,2009,N
178,39,305758,3/8/2009,IL,100/300,500,1035.99,0,465252,FEMALE,JD,exec-managerial,sleeping,own-child,0,0,1/17/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6137 MLK St,3,3,NO,2,0,?,64680,11760,11760,41160,Jeep,Wrangler,2010,N
211,35,717392,8/20/1996,IL,100/300,500,1040.75,0,445601,FEMALE,JD,prof-specialty,paintball,not-in-family,0,0,2/3/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,2275 Best Lane,1,1,YES,1,1,?,42000,7000,7000,28000,BMW,X5,2011,N
32,38,356768,3/11/2010,IL,100/300,500,1006.77,6000000,478172,FEMALE,College,other-service,sleeping,own-child,0,0,2/6/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,7434 Oak Hwy,15,3,YES,2,1,YES,70900,14180,7090,49630,BMW,X6,1997,N
206,39,965768,7/27/2014,IN,250/500,1000,1302.4,6000000,603948,MALE,JD,craft-repair,dancing,unmarried,47200,-69700,2/17/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,1598 3rd Drive,12,3,NO,2,3,YES,36300,3300,9900,23100,Ford,Escape,2013,N
152,33,695117,6/10/2001,IN,100/300,1000,1034.27,0,617721,FEMALE,JD,armed-forces,exercise,husband,0,0,2/6/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,3177 MLK Ridge,18,1,NO,1,0,NO,63900,7100,7100,49700,Accura,TL,2014,N
126,34,628337,11/14/2007,IN,100/300,2000,1078.22,0,453274,FEMALE,Masters,transport-moving,camping,wife,54500,0,2/23/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Northbend,4231 3rd Ave,2,3,NO,0,1,YES,58410,10620,5310,42480,Chevrolet,Tahoe,2007,N
156,37,384618,2/9/1993,IN,250/500,500,1090.65,0,608331,MALE,High School,exec-managerial,golf,unmarried,0,-51800,1/16/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Columbus,7142 5th Lane,16,4,?,1,2,YES,53400,5340,5340,42720,Honda,Civic,2010,Y
270,45,166264,1/12/2010,OH,500/1000,1000,1038.09,0,476978,FEMALE,College,handlers-cleaners,golf,husband,0,-19700,1/14/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Springfield,2078 3rd Ave,18,3,NO,1,1,YES,89400,14900,7450,67050,Suburu,Legacy,1998,N
103,26,979544,4/21/2014,IL,100/300,500,1354.83,0,475173,MALE,MD,tech-support,sleeping,husband,66300,0,1/18/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,4721 Cherokee Hwy,14,2,NO,2,2,?,40600,4060,4060,32480,Volkswagen,Passat,2010,N
11,39,623648,5/19/1993,IL,250/500,2000,1470.06,0,431683,MALE,PhD,other-service,yachting,husband,56600,-45800,1/7/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,4296 Pine Hwy,22,1,YES,0,1,NO,65790,7310,7310,51170,Saab,93,2007,N
292,42,396002,3/4/2007,IN,250/500,1000,1588.22,0,605369,MALE,JD,machine-op-inspct,camping,other-relative,0,-53800,1/15/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,15,3,YES,1,1,NO,84600,16920,8460,59220,Chevrolet,Malibu,2007,N
86,26,391652,10/12/1998,OH,100/300,500,1382.88,7000000,434923,MALE,JD,tech-support,cross-fit,other-relative,0,-30300,1/12/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,2293 Washington Ave,11,1,?,1,1,YES,81840,14880,7440,59520,Chevrolet,Malibu,2011,Y
274,44,771509,8/10/2006,IN,500/1000,500,1395.58,0,466612,FEMALE,JD,tech-support,reading,husband,0,0,2/5/2015,Vehicle Theft,?,Minor Damage,Police,WV,Springfield,4279 Solo Drive,7,1,NO,2,1,?,5590,860,860,3870,BMW,X5,2000,N
137,35,645723,5/5/1991,OH,500/1000,500,1107.07,0,478868,FEMALE,High School,protective-serv,movies,husband,0,-45300,2/4/2015,Vehicle Theft,?,Minor Damage,Police,VA,Hillsdale,7405 Oak St,21,1,NO,0,0,YES,3300,600,600,2100,Saab,92x,2008,N
344,51,689901,4/28/1992,IN,100/300,2000,1398.46,0,455672,MALE,Associate,sales,skydiving,other-relative,0,0,2/2/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Northbend,1910 Sky Ave,14,1,?,0,2,NO,82830,7530,15060,60240,Audi,A5,2004,N
214,36,831479,6/4/2000,IL,100/300,2000,987.42,7000000,461418,FEMALE,Associate,machine-op-inspct,kayaking,own-child,0,0,1/31/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,3592 MLK Ridge,17,3,NO,0,3,?,47080,4280,8560,34240,Saab,93,2006,N
140,31,275265,11/15/2004,IN,500/1000,500,708.64,6000000,470610,MALE,High School,machine-op-inspct,reading,unmarried,53500,0,1/6/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,4546 Tree St,9,1,NO,0,2,YES,77880,14160,7080,56640,Suburu,Legacy,2015,N
70,27,714784,7/16/2004,IN,250/500,1000,1008.79,4000000,466691,FEMALE,Masters,adm-clerical,video-games,own-child,46000,0,1/13/2015,Vehicle Theft,?,Trivial Damage,Police,WV,Columbus,7816 MLK Lane,19,1,NO,2,3,?,4400,0,550,3850,Toyota,Camry,2000,N
75,27,143924,12/10/1993,OH,100/300,1000,1141.1,0,468515,MALE,JD,armed-forces,movies,other-relative,0,0,2/28/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,3618 Maple Lane,15,2,?,0,1,YES,71640,5970,11940,53730,Toyota,Highlander,2008,N
231,43,203250,4/22/2010,IN,100/300,2000,1331.69,0,469653,FEMALE,Masters,adm-clerical,reading,not-in-family,0,0,2/18/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,6428 Andromedia Lane,12,1,?,1,2,NO,66950,10300,10300,46350,Chevrolet,Malibu,2015,N
212,35,620855,4/29/1990,IN,500/1000,2000,1123.89,0,468313,MALE,MD,priv-house-serv,video-games,unmarried,35400,-49200,1/21/2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,4119 Texas St,0,3,?,1,3,?,50380,4580,4580,41220,Suburu,Forrestor,1996,N
143,34,847123,3/19/2014,IL,100/300,500,1442.27,0,435100,MALE,College,priv-house-serv,exercise,wife,67900,0,2/17/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Columbus,9728 Britain Hwy,10,1,?,2,3,YES,58500,11700,5850,40950,Dodge,RAM,1999,N
126,31,889003,8/18/1996,OH,250/500,1000,1328.26,0,613921,MALE,Masters,sales,exercise,not-in-family,42300,-45800,1/2/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Hillsdale,3447 Solo Ave,17,1,NO,1,1,NO,60840,13520,6760,40560,Suburu,Forrestor,2011,N
300,49,795847,12/17/1995,IL,100/300,1000,1441.21,0,609322,FEMALE,PhD,farming-fishing,kayaking,wife,0,0,1/4/2015,Vehicle Theft,?,Trivial Damage,,SC,Columbus,1992 Britain Drive,3,1,NO,1,0,NO,7080,1180,1180,4720,Nissan,Maxima,2001,N
175,34,866931,1/7/2008,IN,500/1000,1000,1123.87,8000000,446326,FEMALE,PhD,protective-serv,dancing,other-relative,0,0,2/26/2015,Vehicle Theft,?,Trivial Damage,Police,NY,Arlington,6619 Flute Ave,5,1,?,2,0,YES,7290,810,810,5670,Volkswagen,Passat,1995,N
106,31,165485,2/12/1998,IL,500/1000,2000,1320.75,0,441491,FEMALE,JD,farming-fishing,video-games,wife,54100,0,2/1/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,6315 2nd Lane,20,3,?,0,3,YES,45630,5070,5070,35490,Accura,MDX,2011,N
85,30,190588,12/9/2001,OH,100/300,1000,796.35,0,614166,FEMALE,MD,craft-repair,video-games,own-child,72400,-77000,2/20/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,2290 4th Ave,9,3,YES,2,1,YES,58960,5360,10720,42880,Ford,F150,2004,N
47,37,962591,3/16/2008,IN,250/500,2000,1241.97,0,430104,MALE,High School,other-service,movies,not-in-family,75400,0,1/5/2015,Parked Car,?,Minor Damage,,NY,Hillsdale,8749 Tree St,18,1,NO,1,0,NO,6700,670,670,5360,Jeep,Wrangler,2011,N
168,39,217899,6/13/1994,IL,500/1000,1000,1389.59,0,479134,FEMALE,Masters,machine-op-inspct,exercise,own-child,0,-42600,2/24/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,5782 Rock Drive,23,3,YES,1,3,NO,41580,3780,7560,30240,Chevrolet,Malibu,2015,Y
8,35,699044,12/5/2013,OH,100/300,2000,1266.92,0,613982,MALE,Masters,sales,polo,own-child,0,0,1/9/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,3418 Texas Lane,16,3,NO,1,3,YES,71500,16500,11000,44000,Ford,Escape,2006,Y
266,46,331683,2/12/2009,OH,100/300,2000,1578.54,0,468158,MALE,Associate,handlers-cleaners,chess,husband,0,-41400,1/21/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,18,1,NO,1,3,YES,83490,7590,15180,60720,Nissan,Pathfinder,1996,N
298,46,667021,5/2/2007,OH,500/1000,1000,1138.42,6000000,477678,MALE,JD,prof-specialty,dancing,own-child,36900,-55000,2/16/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Arlington,5277 Texas Lane,18,1,NO,2,3,YES,33550,3050,6100,24400,Volkswagen,Passat,2005,N
103,33,361829,9/17/1994,OH,500/1000,2000,1021.14,0,618418,FEMALE,Masters,other-service,paintball,wife,69500,-47700,1/19/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,4176 Britain Hwy,1,3,NO,2,3,?,79090,14380,14380,50330,Dodge,RAM,2014,N
277,46,398484,11/7/1992,IL,250/500,2000,1177.57,0,469220,FEMALE,Associate,adm-clerical,video-games,husband,0,-65500,1/24/2015,Vehicle Theft,?,Minor Damage,Police,VA,Arlington,8638 3rd Ave,4,1,?,2,3,NO,3870,430,860,2580,Jeep,Wrangler,2010,N
130,30,957816,8/26/2012,IL,500/1000,2000,1193.4,0,461372,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800,2/2/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,5586 2nd St,16,3,NO,2,3,?,48950,8900,4450,35600,Suburu,Legacy,2005,N
143,32,111874,7/5/2000,IL,500/1000,1000,1464.42,0,468986,FEMALE,High School,exec-managerial,golf,husband,79900,0,1/15/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,3288 Tree Lane,1,1,?,2,0,NO,62260,5660,5660,50940,Saab,92x,1995,N
230,43,490514,2/9/2007,IN,500/1000,2000,1101.83,0,451529,MALE,High School,exec-managerial,cross-fit,other-relative,28900,0,1/1/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,7511 1st Ave,0,3,?,0,3,YES,51900,5190,10380,36330,BMW,M5,2011,Y
241,45,596785,3/4/2014,IL,500/1000,2000,1104.5,0,432211,FEMALE,PhD,machine-op-inspct,basketball,unmarried,0,0,2/15/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbrook,2100 Francis Drive,5,1,NO,2,2,NO,91650,14100,14100,63450,Accura,TL,2011,N
104,30,544225,8/3/2010,OH,100/300,500,1052.85,0,607697,FEMALE,MD,protective-serv,skydiving,other-relative,0,-70100,2/9/2015,Vehicle Theft,?,Minor Damage,Police,WV,Riverwood,3952 Andromedia Lane,8,1,NO,0,0,YES,4800,960,480,3360,BMW,3 Series,2006,N
222,40,373731,12/24/2012,IL,100/300,1000,1226.78,0,468433,MALE,JD,armed-forces,camping,unmarried,49600,-49200,1/22/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,4567 Pine Ave,17,2,YES,2,0,?,81500,16300,8150,57050,BMW,3 Series,2013,N
66,26,445973,11/13/1998,IL,250/500,1000,988.29,0,476502,MALE,College,armed-forces,skydiving,own-child,0,0,2/2/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Northbend,8203 Lincoln Ave,8,1,?,2,2,YES,57860,0,10520,47340,Suburu,Impreza,2008,Y
176,39,935442,11/20/2010,OH,250/500,500,1365.46,4000000,466634,MALE,College,armed-forces,sleeping,unmarried,0,-56600,2/5/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Columbus,1540 Apache Lane,14,3,NO,2,1,NO,44280,4920,4920,34440,Chevrolet,Silverado,2008,N
81,25,524230,2/23/2014,IN,100/300,500,920.3,5000000,461958,FEMALE,High School,tech-support,hiking,own-child,51000,-67900,2/21/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,9730 2nd Hwy,11,3,?,1,0,?,73920,13440,6720,53760,Honda,Civic,2003,Y
211,40,253085,4/25/1991,IL,500/1000,1000,1575.86,0,461275,FEMALE,PhD,other-service,sleeping,own-child,0,0,1/12/2015,Vehicle Theft,?,Trivial Damage,Police,WV,Northbrook,9847 Elm St,3,1,NO,1,1,NO,3190,580,290,2320,Audi,A5,2004,N
61,25,757644,1/29/1998,IN,100/300,2000,988.06,0,460579,FEMALE,Masters,other-service,dancing,not-in-family,0,0,2/5/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,7976 Britain Drive,1,3,YES,1,0,NO,32320,4040,4040,24240,Dodge,RAM,2000,N
48,44,297816,2/3/1997,IL,100/300,2000,1400.74,0,611118,MALE,College,sales,base-jumping,other-relative,34000,-55600,1/21/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,8245 4th Hwy,23,3,YES,0,2,?,87300,17460,17460,52380,Jeep,Wrangler,2013,N
177,34,226330,1/23/2013,IL,100/300,2000,1057.77,0,477382,FEMALE,JD,tech-support,bungie-jumping,unmarried,0,-57700,2/16/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,2003 Maple Hwy,22,3,?,1,1,NO,18000,2250,2250,13500,Audi,A3,2009,N
27,28,944537,7/23/1992,OH,500/1000,1000,1074.47,0,465201,MALE,MD,protective-serv,camping,wife,0,0,2/13/2015,Parked Car,?,Trivial Damage,Police,WV,Riverwood,1553 Lincoln St,4,1,?,2,0,?,3200,400,400,2400,Jeep,Grand Cherokee,2012,N
5,21,577992,11/13/2002,IN,250/500,500,915.41,5000000,612316,FEMALE,High School,exec-managerial,sleeping,own-child,0,0,2/11/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,8456 1st Ave,23,1,YES,0,0,NO,40500,4050,4050,32400,Nissan,Pathfinder,1998,N
276,47,803294,6/18/1993,IN,100/300,1000,1724.09,0,615712,MALE,PhD,craft-repair,yachting,own-child,0,0,1/12/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,8917 Tree Ridge,23,3,YES,0,0,?,65780,5980,11960,47840,Chevrolet,Tahoe,2014,N
234,44,442494,6/6/2002,IN,500/1000,500,1780.67,0,465942,MALE,Associate,other-service,exercise,other-relative,0,0,2/19/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Springfield,6384 5th Ridge,3,1,NO,1,0,NO,70200,7020,7020,56160,Ford,F150,2012,Y
150,30,354481,11/17/2004,IN,100/300,1000,1342.02,0,608425,MALE,MD,prof-specialty,polo,own-child,0,0,2/28/2015,Parked Car,?,Trivial Damage,,VA,Arlington,6317 Best St,8,1,YES,0,2,NO,4500,450,450,3600,Saab,93,1999,N
235,39,651861,1/7/2011,IL,100/300,500,1046.58,4000000,434982,MALE,MD,tech-support,exercise,wife,0,-31700,1/24/2015,Vehicle Theft,?,Trivial Damage,,NY,Hillsdale,6193 1st Hwy,1,1,?,2,1,NO,4950,450,900,3600,Chevrolet,Silverado,2010,N
193,40,311783,2/25/2005,OH,100/300,500,1233.85,0,457463,FEMALE,College,handlers-cleaners,chess,husband,0,0,2/28/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,3706 4th Hwy,23,3,?,2,1,YES,64260,0,14280,49980,Ford,Escape,1999,N
22,21,550127,7/4/2007,IN,250/500,1000,1248.05,0,443550,FEMALE,High School,exec-managerial,movies,husband,37500,-54000,2/15/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,9682 Cherokee Ridge,3,3,YES,1,2,?,53280,5920,0,47360,Chevrolet,Malibu,2015,N
440,61,212674,9/1/1992,OH,250/500,500,1050.76,0,467942,MALE,PhD,transport-moving,movies,wife,41500,-70200,1/26/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,Riverwood,8821 Elm St,21,1,?,2,3,NO,53640,5960,5960,41720,Nissan,Maxima,2004,Y
134,36,469426,7/15/1990,OH,250/500,1000,1497.41,0,613842,MALE,PhD,machine-op-inspct,kayaking,husband,14100,-44500,1/25/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,7701 Tree St,17,3,NO,2,0,YES,77200,9650,9650,57900,Ford,Escape,1996,N
325,46,935277,7/9/2013,IL,500/1000,500,1348.83,0,474360,FEMALE,High School,prof-specialty,basketball,wife,46300,-77500,2/1/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,9358 Texas Ridge,21,3,?,1,2,YES,76120,13840,6920,55360,Toyota,Camry,1999,N
371,54,403776,4/27/2012,IN,100/300,2000,1317.97,0,469853,MALE,High School,craft-repair,movies,wife,34700,-81000,1/18/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,18,3,?,1,2,?,32280,5380,5380,21520,Ford,Fusion,2010,Y
13,21,990998,10/18/2006,IN,100/300,1000,1556.31,0,463809,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000,1/19/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,19,3,YES,2,0,YES,94930,8630,8630,77670,Accura,RSX,2014,N
380,53,369781,5/25/2011,IL,250/500,2000,1166.62,6000000,602500,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,2/24/2015,Parked Car,?,Trivial Damage,Police,NC,Northbend,8991 Texas Hwy,23,1,NO,0,3,NO,5700,570,570,4560,Saab,93,2001,N
404,53,739447,12/10/2014,IN,250/500,500,767.14,0,466201,MALE,Associate,sales,reading,not-in-family,25500,-36700,1/14/2015,Parked Car,?,Trivial Damage,Police,WV,Columbus,3327 Lincoln Drive,8,1,NO,0,1,NO,8800,1760,880,6160,Suburu,Legacy,2002,N
210,38,950880,12/19/1998,IN,250/500,500,999.52,0,615229,MALE,JD,tech-support,golf,other-relative,0,0,1/13/2015,Vehicle Theft,?,Minor Damage,Police,VA,Springfield,7240 5th Ridge,6,1,?,1,2,NO,8640,1440,720,6480,Accura,TL,2008,N
233,39,728839,1/2/2001,OH,500/1000,2000,1524.18,0,605220,MALE,JD,craft-repair,reading,unmarried,0,0,1/8/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,20,3,?,1,0,YES,48870,5430,5430,38010,Saab,95,1999,N
264,41,424862,10/16/2002,OH,100/300,500,1411.3,0,474801,MALE,PhD,prof-specialty,cross-fit,unmarried,55600,0,2/8/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Northbrook,4158 Washington Lane,4,1,NO,1,0,?,60390,10980,5490,43920,BMW,M5,2004,Y
14,28,335780,7/22/2002,OH,250/500,2000,1587.96,0,601617,FEMALE,Associate,craft-repair,board-games,unmarried,0,-26900,2/14/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Riverwood,8991 Embaracadero Ave,18,1,?,2,1,YES,71280,12960,12960,45360,Audi,A5,2012,Y
66,28,167231,1/26/1994,IN,100/300,2000,1472.77,0,471366,MALE,Associate,adm-clerical,exercise,husband,0,-31700,2/17/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,2850 Washington St,0,1,?,2,1,?,48290,8780,8780,30730,Nissan,Maxima,1995,N
230,42,175960,11/16/2004,IN,100/300,1000,1023.11,0,476130,FEMALE,MD,adm-clerical,golf,own-child,0,-45300,2/6/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,1589 Best Ave,13,3,NO,1,2,YES,58850,10700,10700,37450,Accura,MDX,1999,N
88,30,372912,8/5/1992,IN,100/300,1000,1437.88,0,614383,FEMALE,College,transport-moving,reading,husband,42800,-51200,2/25/2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,9488 Best Drive,3,1,NO,2,0,YES,56000,14000,0,42000,Chevrolet,Malibu,2003,N
108,31,148498,1/4/2002,IN,250/500,2000,1112.04,6000000,472209,FEMALE,PhD,other-service,base-jumping,own-child,52800,-54300,1/13/2015,Parked Car,?,Minor Damage,,SC,Arlington,7583 Washington Ave,5,1,NO,1,3,NO,4290,780,780,2730,Volkswagen,Passat,1998,N
222,39,378588,2/29/2004,OH,500/1000,500,1757.87,0,458993,MALE,High School,transport-moving,board-games,not-in-family,71400,0,1/17/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,1956 Apache St,9,3,YES,2,1,?,55000,5000,10000,40000,Saab,93,1996,Y
35,35,930032,9/10/2002,IL,100/300,2000,1117.42,0,446158,FEMALE,PhD,protective-serv,kayaking,not-in-family,0,-51900,2/14/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NC,Hillsdale,7909 Andromedia Hwy,23,3,NO,2,2,NO,53190,5910,11820,35460,Volkswagen,Jetta,1996,N
161,38,192524,1/2/2004,IL,100/300,2000,1133.85,0,439870,MALE,PhD,priv-house-serv,exercise,not-in-family,60200,0,1/3/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,2272 Embaracadero Drive,0,3,YES,2,2,YES,60480,5040,15120,40320,Volkswagen,Jetta,2003,N
223,43,976971,4/19/2002,OH,250/500,500,1734.09,0,451400,FEMALE,MD,adm-clerical,camping,not-in-family,0,0,1/12/2015,Parked Car,?,Trivial Damage,,WV,Arlington,4964 Elm Lane,6,1,YES,0,3,?,5200,650,650,3900,Accura,MDX,2006,N
99,32,130930,7/23/2014,IN,100/300,1000,1058.21,3000000,618655,MALE,JD,craft-repair,golf,unmarried,0,0,1/10/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,2376 Sky Ridge,17,1,YES,1,1,NO,41130,4570,4570,31990,Dodge,RAM,1999,N
196,41,246435,7/5/2001,IL,250/500,2000,1800.76,0,441499,MALE,JD,protective-serv,camping,other-relative,0,-78600,1/14/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,2920 5th Ave,0,3,NO,1,0,NO,47800,4780,4780,38240,Jeep,Grand Cherokee,2009,N
334,50,797634,11/12/2009,OH,500/1000,500,1216.24,0,613945,MALE,Masters,priv-house-serv,polo,wife,26700,-47200,1/14/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,8639 5th Hwy,7,1,NO,2,0,?,50000,5000,10000,35000,Chevrolet,Silverado,2008,N
165,33,760179,3/25/2007,OH,100/300,1000,1427.14,0,446895,FEMALE,Associate,tech-support,kayaking,other-relative,35300,-58100,2/15/2015,Parked Car,?,Minor Damage,Police,WV,Northbend,1028 Sky Lane,3,1,NO,1,1,NO,2970,330,330,2310,Toyota,Highlander,2008,N
413,55,115399,2/8/1991,IN,100/300,2000,1268.79,0,453148,MALE,MD,priv-house-serv,chess,own-child,0,-31000,1/19/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Northbend,5667 4th Drive,15,1,?,2,2,?,98160,8180,16360,73620,Dodge,RAM,2011,Y
261,42,776860,1/11/2009,OH,250/500,500,1337.56,0,605141,FEMALE,College,prof-specialty,video-games,unmarried,0,0,1/12/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,5211 Weaver Drive,18,1,?,1,2,YES,74700,7470,14940,52290,Dodge,RAM,2010,N
379,54,505014,12/27/2001,IL,100/300,500,1251.16,0,447750,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,41400,0,2/15/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,7041 Tree Ridge,14,1,?,0,1,NO,75960,6330,6330,63300,Jeep,Grand Cherokee,2010,N
405,58,445289,4/24/2012,IL,250/500,500,1237.88,0,462683,MALE,MD,exec-managerial,exercise,not-in-family,0,-46900,1/13/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Arlington,2086 Francis Drive,11,1,?,0,0,?,63580,5780,5780,52020,Mercedes,ML350,1997,Y
151,36,485372,2/26/2005,OH,250/500,2000,870.63,0,431725,FEMALE,MD,adm-clerical,kayaking,own-child,94800,-58500,1/6/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,2299 1st St,12,3,NO,1,1,NO,62920,11440,5720,45760,Ford,Escape,2000,N
165,35,976908,12/31/2012,IL,250/500,500,900.02,6000000,448466,MALE,College,craft-repair,camping,own-child,0,-49900,2/24/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,9007 Francis Hwy,8,1,NO,1,3,YES,69700,6970,6970,55760,BMW,3 Series,2008,N
261,46,348814,9/24/1992,IL,500/1000,1000,1245.61,0,478703,MALE,MD,transport-moving,base-jumping,own-child,0,0,2/12/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,5168 5th Ave,11,1,YES,1,0,?,59670,9180,9180,41310,Ford,Escape,2008,N
446,57,991480,12/9/1992,IN,100/300,2000,1373.21,0,478486,MALE,College,adm-clerical,sleeping,unmarried,42700,-64900,2/14/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,9734 2nd Ridge,10,3,NO,0,0,NO,62800,6280,12560,43960,Jeep,Wrangler,2012,N
