months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,policy_bind_date_year,policy_bind_date_month,policy_bind_date_day,incident_date_year,incident_date_month,incident_date_day,policy_to_incident_days,combined_text,fraud_reported
284,42,526039,OH,100/300,500,1338.54,-1000000,438178,MALE,Associate,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,13,1,YES,0,1,NO,94160,8560,17120,68480,1996,1995,5,4,2015,1,29,7210,kayaking 3936 tree drive arlington chevrolet malibu,0
405,55,250162,IL,250/500,500,878.19,0,441533,MALE,PhD,unmarried,57100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,2,4,YES,0,2,NO,38640,4830,4830,28980,1997,1999,7,5,2015,3,1,5718,golf 7236 apache lane northbend chevrolet tahoe,0
309,47,369048,IL,500/1000,500,1527.95,0,611322,MALE,PhD,other-relative,69400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,15,4,YES,0,1,NO,77800,15560,15560,46680,2002,2011,6,5,2015,2,21,1357,hiking 4143 maple ridge northbend dodge ram,0
79,26,206213,IL,100/300,500,1451.62,0,456446,MALE,Associate,not-in-family,0,-55700,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,19,1,NO,2,2,NO,40000,8000,4000,28000,2010,1995,5,8,2015,1,3,7180,kayaking 4862 lincoln hwy columbus bmw m5,0
296,46,922167,OH,100/300,1000,1141.35,7000000,476456,MALE,Masters,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,18,1,NO,0,2,NO,54900,5490,5490,43920,2013,1993,2,23,2015,1,6,7987,sleeping 3656 solo ave northbend mercedes c300,0
16,35,110084,IL,250/500,1000,1358.03,0,612660,MALE,JD,own-child,59300,-31400,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,0,1,NO,2,1,NO,55000,10000,10000,35000,2008,1990,11,27,2015,2,17,8848,sale chess 8704 britain lane hillsdale volkswagen jetta,1
104,30,544225,OH,100/300,500,1052.85,0,607697,FEMALE,MD,other-relative,0,-70100,Vehicle Theft,Rear Collision,Minor Damage,Police,WV,8,1,NO,0,0,YES,4800,960,480,3360,2006,2010,8,3,2015,2,9,1651,skydiving 3952 andromedia lane riverwood bmw 3 series,0
439,56,836272,OH,100/300,500,1280.9,0,604289,MALE,High School,own-child,48900,-40900,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,9,1,NO,2,0,NO,50000,15000,5000,30000,2009,1997,5,11,2015,1,30,6473,7575 pine st springfield jeep wrangler,0
193,41,217938,OH,250/500,500,847.03,0,438555,FEMALE,JD,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,1,1,NO,1,0,YES,112320,17280,17280,77760,2011,1995,7,16,2015,2,8,7147,skydiving 5431 3rd ridge springfield suburu impreza,1
297,48,830729,IN,100/300,1000,1538.6,0,618455,FEMALE,MD,wife,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,12,1,NO,0,0,NO,60600,6060,12120,42420,2004,1993,2,10,2015,1,11,8005,kayaking 2668 cherokee st northbend ford fusion,0
396,57,514424,IN,100/300,1000,1366.39,0,438180,MALE,High School,other-relative,0,-22400,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,22,3,YES,2,1,NO,52560,11680,5840,35040,1995,1992,10,11,2015,1,30,8146,exercise 7121 rock st columbus saab 93,0
324,46,648509,IN,100/300,2000,897.89,6000000,618862,MALE,MD,wife,0,-41300,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,13,1,NO,1,0,YES,79600,15920,15920,47760,2011,2010,3,6,2015,1,21,1782,4519 embaracadero st hillsdale jeep wrangler,0
259,43,871305,IL,500/1000,2000,1537.13,0,471614,FEMALE,PhD,own-child,0,-58300,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,3,3,NO,0,2,YES,57060,6340,6340,44380,2012,1992,2,14,2015,1,2,8358,kayaking 4538 flute hwy northbend ford fusion,0
287,41,456604,IL,500/1000,2000,968.74,0,477519,MALE,Masters,wife,0,-49000,Vehicle Theft,Rear Collision,Trivial Damage,,SC,9,1,NO,2,3,NO,5170,470,940,3760,2001,2004,3,29,2015,1,19,3948,5532 weaver ridge northbrook suburu forrestor,0
140,31,275265,IN,500/1000,500,708.64,6000000,470610,MALE,High School,unmarried,53500,0,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,9,1,NO,0,2,YES,77880,14160,7080,56640,2015,2004,11,15,2015,1,6,3704,reading 4546 tree st northbend suburu legacy,0
271,42,307447,IL,100/300,500,1515.3,0,603248,FEMALE,High School,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,21,3,NO,1,0,NO,93720,17040,8520,68160,2005,1990,3,17,2015,1,19,9074,hiking 9737 solo hwy northbend mercedes ml350,0
202,34,608513,IN,100/300,500,848.07,3000000,607730,MALE,JD,not-in-family,31000,-30200,Vehicle Theft,Rear Collision,Minor Damage,,VA,5,1,YES,2,1,NO,5720,1040,520,4160,2003,2002,7,18,2015,1,7,4556,chess 3790 andromedia hwy northbrook suburu forrestor,1
22,26,420810,OH,100/300,1000,1276.57,0,467784,MALE,PhD,not-in-family,71500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,3,1,YES,1,2,NO,78900,15780,7890,55230,1995,2007,8,11,2015,1,6,2705,skydiving 6723 best drive arlington chevrolet silverado,0
125,31,205134,IN,500/1000,500,1220.86,0,436784,MALE,JD,husband,55400,-40400,Parked Car,Rear Collision,Trivial Damage,,NY,4,1,YES,1,2,NO,4320,0,960,3360,2003,2012,12,2,2015,1,24,783,paintball 9639 britain ridge arlington saab 93,0
43,43,528385,IL,500/1000,500,1320.39,0,604861,FEMALE,Associate,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,16,1,NO,2,1,NO,79970,7270,21810,50890,1996,1997,11,7,2015,1,19,6282,yachting 6603 francis hwy arlington honda crv,1
286,43,663190,IL,100/300,500,1564.43,3000000,477644,FEMALE,MD,unmarried,77500,-32800,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,18,1,NO,2,2,YES,34290,3810,3810,26670,2013,1994,2,5,2015,1,31,7665,movie 4755 1st st northbrook jeep grand cherokee,0
252,39,261905,IL,500/1000,500,1312.22,9000000,609949,MALE,High School,other-relative,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,15,3,NO,0,3,NO,59400,11880,5940,41580,2010,2004,2,28,2015,2,21,4011,4835 britain ridge riverwood jeep grand cherokee,1
153,37,627486,IN,500/1000,500,1010.77,0,438215,MALE,High School,unmarried,52300,-55600,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,5,3,NO,0,3,NO,42500,4250,4250,34000,1999,2005,11,10,2015,1,16,3354,basketball 3282 4th lane arlington volkswagen jetta,0
243,43,367595,IN,500/1000,500,1307.74,0,466137,FEMALE,Associate,own-child,0,-75700,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,10,3,NO,0,1,NO,37530,4170,4170,29190,2008,2006,2,3,2015,1,28,3281,6451 1st hwy riverwood jeep wrangler,0
15,34,920826,IN,250/500,2000,1586.41,0,608708,FEMALE,High School,other-relative,33500,-58900,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,10,1,YES,1,3,NO,75570,6870,13740,54960,2010,2005,4,7,2015,1,20,3575,sale  7223 embaracadero st northbrook bmw x5,1
278,48,139484,IN,500/1000,2000,1142.62,7000000,475588,FEMALE,MD,not-in-family,0,-54000,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,12,1,NO,2,0,NO,76050,11700,11700,52650,1997,1999,7,24,2015,1,16,5655,dancing 7523 oak lane northbrook chevrolet silverado,0
10,26,582973,IN,100/300,2000,765.64,0,466191,MALE,MD,not-in-family,0,-22200,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,3,3,NO,0,3,NO,31350,2850,5700,22800,2001,2008,6,11,2015,2,16,2441,sale  6985 maple lane northbrook honda accord,1
152,33,695117,IN,100/300,1000,1034.27,0,617721,FEMALE,JD,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,18,1,NO,1,0,NO,63900,7100,7100,49700,2014,2001,6,10,2015,2,6,4989,exercise 3177 mlk ridge hillsdale accura tl,0
51,34,641934,OH,500/1000,500,1430.8,0,461264,MALE,PhD,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,23,1,NO,2,3,NO,64200,6420,19260,38520,2007,2013,12,25,2015,2,12,414,camping 5499 flute ridge springfield honda civic,1
157,32,347984,OH,100/300,2000,617.11,0,436711,MALE,College,other-relative,0,-54100,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,14,3,NO,1,2,NO,50800,10160,5080,35560,2013,2009,10,21,2015,1,2,1899,reading 6658 weaver st columbus mercedes e400,1
80,27,193442,IL,100/300,1000,1474.17,0,440327,FEMALE,College,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,13,1,YES,1,0,YES,52800,10560,5280,36960,2004,1996,8,5,2015,2,19,6772,exercise 7773 tree hwy northbend saab 95,0
140,32,713172,IL,250/500,1000,985.97,5000000,457793,FEMALE,College,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,13,1,NO,2,3,NO,82170,14940,7470,59760,1995,1996,10,23,2015,2,1,6675,7112 weaver ave northbrook chevrolet silverado,1
91,30,515217,IL,250/500,2000,1316.63,8000000,613178,FEMALE,Masters,unmarried,43900,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,13,3,YES,2,0,NO,84500,13000,13000,58500,2009,2010,6,18,2015,1,8,1665,golf 3495 britain drive northbend bmw x6,0
245,40,144323,IN,500/1000,500,885.08,0,459984,FEMALE,Masters,other-relative,27000,-58900,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,0,1,YES,0,1,NO,85150,13100,13100,58950,1998,2001,9,14,2015,2,6,4893,skydiving 4098 weaver ridge northbend chevrolet malibu,0
101,29,788502,OH,250/500,500,1380.89,0,620197,MALE,PhD,own-child,30000,-53000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,0,3,NO,2,1,NO,67210,12220,12220,42770,1996,2014,8,31,2015,2,28,181,dancing 8100 3rd ave arlington bmw x6,0
196,41,246435,IL,250/500,2000,1800.76,0,441499,MALE,JD,other-relative,0,-78600,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,0,3,NO,1,0,NO,47800,4780,4780,38240,2009,2001,7,5,2015,1,14,4941,camping 2920 5th ave hillsdale jeep grand cherokee,0
61,24,265026,IN,100/300,500,922.67,0,473611,FEMALE,College,other-relative,47400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,15,3,YES,2,1,NO,65520,9360,9360,46800,2011,1996,2,8,2015,1,12,6913,paintball 2942 1st lane northbend toyota highlander,1
140,30,521592,IL,100/300,500,1354.2,0,438775,FEMALE,College,wife,100500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,4,4,NO,0,0,NO,60170,5470,10940,43760,2006,2014,6,15,2015,2,10,240,2537 5th ave columbus nissan pathfinder,0
425,53,868031,OH,250/500,2000,912.29,0,464808,FEMALE,High School,husband,42900,-39100,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,17,3,NO,1,2,NO,97080,16180,16180,64720,2005,1990,6,24,2015,1,31,8987,paintball 6604 apache drive northbend saab 92x,0
209,36,730973,IN,100/300,2000,1223.39,0,452218,FEMALE,MD,wife,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,17,3,NO,1,3,NO,65440,8180,8180,49080,2014,2010,1,11,2015,1,12,1827,camping 2711 britain ave hillsdale jeep wrangler,0
259,45,608443,IL,500/1000,2000,1175.07,0,457121,MALE,MD,not-in-family,30100,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,23,1,NO,1,1,NO,87780,7980,7980,71820,2011,2006,12,21,2015,1,3,2935,movie 6724 andromedia st springfield honda crv,0
224,39,684193,IL,500/1000,1000,1128.71,0,601397,FEMALE,JD,other-relative,0,-47100,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,21,3,YES,2,1,NO,61800,12360,6180,43260,2007,2012,6,20,2015,2,4,959,sleeping 8822 sky st riverwood suburu impreza,0
64,28,342830,IL,500/1000,1000,1468.82,0,474731,MALE,JD,other-relative,56800,-51800,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,9,3,NO,2,1,NO,60000,5000,10000,45000,1997,1991,11,9,2015,2,13,8497,skydiving 3639 flute hwy riverwood honda accord,0
298,49,795004,OH,250/500,500,862.92,0,448809,MALE,MD,wife,0,-71700,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,16,3,NO,0,2,NO,69480,11580,11580,46320,2007,1998,3,16,2015,1,17,6151,camping 6479 francis ave northbrook saab 95,0
225,43,221186,OH,100/300,1000,1517.54,0,617883,MALE,JD,own-child,0,-20900,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,16,3,NO,2,0,YES,64400,6440,6440,51520,2011,2004,8,13,2015,1,9,3801,camping 9278 francis ridge columbus bmw x5,0
198,34,263108,OH,250/500,1000,1576.41,0,614941,MALE,Associate,other-relative,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,18,1,YES,1,1,YES,95000,9500,9500,76000,2001,2003,5,29,2015,2,25,4290,kayaking 6834 1st drive hillsdale ford f150,0
286,41,507545,IL,250/500,1000,1298.85,6000000,435967,FEMALE,High School,other-relative,71300,-70300,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,16,3,NO,1,3,YES,54450,6050,12100,36300,2007,1998,12,7,2015,1,4,5872,sale camping 6859 flute ridge columbus saab 92x,0
222,39,243226,IL,250/500,1000,1232.72,0,458237,MALE,High School,own-child,87800,-51200,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,21,3,NO,1,0,NO,87960,14660,14660,58640,1999,2012,1,10,2015,2,9,1126,hiking 4414 solo drive springfield jeep wrangler,1
142,33,604614,IN,100/300,2000,1362.64,5000000,450332,FEMALE,JD,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,11,1,YES,1,3,NO,81360,6780,13560,61020,2009,1995,2,17,2015,1,21,7278,3414 elm ave columbus suburu legacy,1
195,37,376879,IL,100/300,1000,1406.52,8000000,619148,MALE,MD,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,12,1,NO,0,2,NO,44200,4420,4420,35360,2002,1991,7,11,2015,1,28,8602,2849 pine drive arlington jeep wrangler,1
113,29,999435,OH,250/500,2000,1091.73,0,601213,MALE,PhD,not-in-family,36100,-42300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,15,3,NO,0,2,YES,49950,5550,5550,38850,2004,2008,1,1,2015,1,5,2561,golf 6456 andromedia drive springfield nissan ultima,1
468,62,586367,IL,100/300,500,1011.92,0,468168,MALE,PhD,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,7,3,YES,0,3,NO,64350,7150,7150,50050,2009,2000,6,30,2015,2,15,5343,paintball 3486 flute ave riverwood chevrolet tahoe,0
269,44,108844,IL,100/300,2000,1081.08,0,468104,MALE,JD,unmarried,36400,-28700,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,14,1,YES,0,2,NO,56400,11280,11280,33840,2014,2007,12,5,2015,2,14,2628,reading 1699 oak drive springfield toyota highlander,0
274,46,351741,OH,500/1000,1000,1372.18,0,439929,MALE,High School,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,22,3,NO,1,3,NO,90600,15100,15100,60400,2009,1997,2,3,2015,1,13,6553,5914 oak ave riverwood bmw x5,0
1,33,162004,IL,250/500,500,903.32,0,451184,FEMALE,High School,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,1,3,NO,1,0,NO,31700,6340,3170,22190,2006,1995,9,19,2015,1,19,7062,yachting 5925 tree hwy northbend toyota highlander,0
186,37,165565,OH,250/500,2000,1628.0,0,606487,FEMALE,JD,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,22,1,YES,1,2,YES,55600,11120,5560,38920,2009,2009,2,20,2015,1,28,2168,exercise 9910 maple ave hillsdale jeep grand cherokee,0
463,57,407958,IL,250/500,500,1063.67,0,463356,MALE,Masters,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,14,1,NO,2,0,YES,59400,6600,6600,46200,1995,1991,7,20,2015,2,3,8599,dancing 2509 rock drive springfield dodge neon,0
143,32,111874,IL,500/1000,1000,1464.42,0,468986,FEMALE,High School,husband,79900,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,1,1,NO,2,0,NO,62260,5660,5660,50940,1995,2000,7,5,2015,1,15,5307,golf 3288 tree lane springfield saab 92x,0
176,36,641845,OH,250/500,500,1865.83,5000000,436173,MALE,College,unmarried,32800,-50600,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,17,1,NO,2,1,YES,47300,4300,8600,34400,2006,1995,3,30,2015,2,11,7258,kayaking 7316 texas ave hillsdale volkswagen jetta,0
257,43,863236,IN,100/300,2000,1322.1,0,436984,MALE,High School,own-child,0,-29200,Parked Car,Rear Collision,Minor Damage,Police,PA,4,1,YES,1,3,YES,9020,1640,820,6560,2005,1990,9,20,2015,1,28,8896,golf 2533 elm st arlington toyota camry,0
26,39,493161,IN,250/500,1000,770.76,0,433155,MALE,Masters,husband,0,-53700,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,0,1,NO,0,2,NO,49800,9960,4980,34860,2015,1992,1,30,2015,2,18,8420,sleeping 9821 francis ave columbus mercedes ml350,0
371,54,403776,IN,100/300,2000,1317.97,0,469853,MALE,High School,wife,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,18,3,NO,1,2,NO,32280,5380,5380,21520,2010,2012,4,27,2015,1,18,996,movie 6971 best ridge columbus ford fusion,1
39,22,691115,IN,500/1000,500,1173.21,0,431202,MALE,JD,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,14,1,YES,0,1,YES,86130,15660,7830,62640,2009,1993,1,28,2015,2,14,8052,polo 4782 sky lane northbend suburu legacy,1
97,26,951863,OH,250/500,1000,1270.55,0,478532,MALE,Masters,unmarried,0,-72100,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,10,3,YES,2,3,NO,84920,7720,15440,61760,2006,1997,10,28,2015,1,20,6293,chess 7397 4th drive riverwood jeep wrangler,1
380,53,369781,IL,250/500,2000,1166.62,6000000,602500,MALE,Associate,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,NC,23,1,NO,0,3,NO,5700,570,570,4560,2001,2011,5,25,2015,2,24,1371,8991 texas hwy northbend saab 93,0
321,44,284143,IL,500/1000,2000,1344.56,6000000,443344,MALE,Associate,husband,0,-39100,Vehicle Theft,Rear Collision,Trivial Damage,Police,NY,7,1,NO,1,2,NO,4680,520,0,4160,1999,2008,4,23,2015,2,12,2486,hiking 4625 mlk drive northbend accura mdx,0
61,23,432068,IL,100/300,500,1111.72,0,448857,MALE,JD,other-relative,54600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,PA,6,1,NO,1,2,NO,41850,4650,4650,32550,1997,2007,3,9,2015,2,25,2910,2774 apache drive riverwood suburu legacy,0
123,29,379268,IN,250/500,500,1209.63,0,447188,FEMALE,Masters,not-in-family,64800,-44200,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,17,1,YES,1,0,YES,73260,16280,0,56980,2014,2012,8,5,2015,1,14,892,chess 8368 cherokee ave arlington volkswagen jetta,1
404,53,739447,IN,250/500,500,767.14,0,466201,MALE,Associate,not-in-family,25500,-36700,Parked Car,Rear Collision,Trivial Damage,Police,WV,8,1,NO,0,1,NO,8800,1760,880,6160,2002,2014,12,10,2015,1,14,35,sale reading 3327 lincoln drive columbus suburu legacy,0
39,31,689500,IL,250/500,2000,1366.9,0,459322,FEMALE,High School,husband,0,-15700,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,14,3,NO,1,0,NO,52700,10540,10540,31620,2014,2003,1,28,2015,1,28,4383,polo 3102 apache st northbend bmw x6,1
280,48,180008,IL,250/500,1000,1387.35,0,477415,MALE,JD,not-in-family,0,-72000,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,16,1,NO,2,2,NO,61320,10220,10220,40880,1998,2014,7,16,2015,2,4,203,paintball 5839 weaver lane hillsdale bmw m5,0
85,27,753452,IL,500/1000,2000,1174.14,0,602416,MALE,College,unmarried,50400,-61500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,14,4,YES,0,0,NO,59070,10740,5370,42960,2012,1996,7,23,2015,2,2,6768,dancing 1951 best ave northbend toyota camry,0
370,55,528259,IN,500/1000,2000,1389.13,7000000,456203,MALE,JD,wife,0,-53200,Vehicle Theft,Rear Collision,Minor Damage,,NC,6,1,NO,0,2,NO,9000,900,1800,6300,2015,2012,12,22,2015,2,17,787,basketball 4814 lincoln lane northbrook mercedes ml350,0
124,29,598124,OH,500/1000,500,1301.72,0,441726,MALE,Masters,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,14,3,NO,0,3,YES,72000,7200,7200,57600,2005,1993,9,20,2015,2,25,7828,golf 7644 tree ridge springfield audi a3,0
211,40,253085,IL,500/1000,1000,1575.86,0,461275,FEMALE,PhD,own-child,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,3,1,NO,1,1,NO,3190,580,290,2320,2004,1991,4,25,2015,1,12,8663,sleeping 9847 elm st northbrook audi a5,0
38,28,447226,OH,500/1000,500,1122.95,4000000,473653,MALE,Masters,other-relative,78000,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,4,3,NO,0,3,YES,74880,12480,12480,49920,2000,1994,8,17,2015,2,23,7495,golf 6399 oak drive northbrook accura tl,0
158,33,278091,OH,100/300,2000,1327.41,0,440930,FEMALE,Associate,other-relative,0,-38600,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,0,1,NO,0,0,NO,35000,3500,7000,24500,2012,2013,12,4,2015,1,4,396,skydiving 7791 britain ridge hillsdale suburu legacy,0
140,36,753056,IN,250/500,500,1363.59,0,468303,FEMALE,JD,not-in-family,43200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,10,3,NO,2,0,YES,79500,7950,7950,63600,2000,1991,5,3,2015,2,8,8682,kayaking 1186 rock st riverwood chevrolet tahoe,0
206,36,253791,IL,500/1000,500,1625.45,4000000,607452,FEMALE,MD,other-relative,0,-53700,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,11,1,NO,2,1,NO,76560,12760,12760,51040,2008,2009,7,23,2015,1,23,2010,2100 mlk st northbrook ford fusion,1
435,58,786432,IN,100/300,2000,1145.85,0,471784,MALE,JD,not-in-family,0,-40000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,19,3,NO,1,1,YES,41490,9220,4610,27660,2004,1997,11,15,2015,1,10,6265,sale movie 3846 4th hwy columbus mercedes e400,0
438,57,714346,OH,500/1000,500,1119.29,0,616164,FEMALE,MD,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,14,1,NO,0,0,NO,40700,4070,4070,32560,2000,1991,10,5,2015,1,15,8503,chess 6494 4th ave hillsdale volkswagen passat,1
257,43,797636,IN,100/300,1000,974.84,0,468984,FEMALE,JD,other-relative,52100,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,0,1,NO,0,1,YES,85320,21330,7110,56880,2006,1992,5,19,2015,2,26,8318,kayaking 2381 1st hwy northbend nissan pathfinder,0
200,40,932502,IL,100/300,1000,1439.34,0,444822,FEMALE,High School,other-relative,45300,-20400,Vehicle Theft,Rear Collision,Minor Damage,Police,VA,9,1,NO,0,0,NO,3690,410,410,2870,2015,2010,5,11,2015,1,1,1696,sale exercise 2577 washington drive riverwood ford escape,0
31,32,231548,IL,100/300,2000,1263.48,4000000,442948,FEMALE,JD,wife,46800,-87300,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,10,1,NO,2,0,NO,63600,5300,10600,47700,1997,1999,9,7,2015,2,7,5632,hiking 6536 mlk hwy hillsdale audi a5,1
151,36,485372,OH,250/500,2000,870.63,0,431725,FEMALE,MD,own-child,94800,-58500,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,12,3,NO,1,1,NO,62920,11440,5720,45760,2000,2005,2,26,2015,1,6,3601,kayaking 2299 1st st hillsdale ford escape,0
128,29,743330,OH,500/1000,1000,1878.44,0,450746,MALE,High School,husband,0,-76000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,VA,2,1,NO,0,0,NO,59070,5370,5370,48330,2003,2010,11,4,2015,2,20,1569,golf 9169 cherokee hwy riverwood chevrolet malibu,0
191,33,585324,OH,500/1000,2000,1551.61,0,470670,MALE,High School,unmarried,45000,-30400,Vehicle Theft,Rear Collision,Minor Damage,,WV,3,1,YES,1,1,NO,2250,250,250,1750,2005,2008,2,25,2015,2,21,2553,movie 8306 1st drive arlington toyota corolla,0
217,41,431876,IL,500/1000,2000,875.15,0,442479,FEMALE,Associate,own-child,46700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,15,3,NO,1,2,NO,37840,0,4730,33110,1996,2005,11,27,2015,2,10,3362,skydiving 8957 weaver drive arlington accura rsx,0
245,42,218456,IL,500/1000,1000,1575.74,7000000,614265,MALE,JD,other-relative,0,-68900,Parked Car,Rear Collision,Minor Damage,Police,PA,19,1,NO,2,2,NO,6490,590,1180,4720,2011,2002,7,16,2015,2,20,4602,chess 9685 sky ridge springfield toyota camry,1
154,34,840225,OH,100/300,1000,1041.36,0,448436,FEMALE,JD,husband,53100,-43900,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,18,4,NO,2,3,YES,74360,13520,13520,47320,2005,1999,10,5,2015,1,26,5592,7535 5th lane hillsdale toyota highlander,1
461,61,781181,OH,100/300,2000,1402.75,0,449557,MALE,JD,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,10,3,NO,2,1,YES,72100,7210,14420,50470,2006,2005,6,27,2015,2,18,3523,exercise 4268 2nd ave columbus jeep wrangler,0
98,31,171183,IN,100/300,500,671.92,0,468300,MALE,Masters,wife,0,-26400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,3,1,NO,2,0,NO,64080,7120,7120,49840,1997,1990,2,1,2015,1,24,9123,5790 flute ridge riverwood ford escape,0
126,30,248467,IL,250/500,2000,1171.75,0,472163,FEMALE,Associate,not-in-family,46500,-42700,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,23,1,NO,2,3,NO,48730,4430,4430,39870,2011,2012,10,6,2015,1,31,847,3419 apache st northbend chevrolet malibu,0
34,34,409074,OH,500/1000,500,1295.87,0,438529,FEMALE,PhD,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,4,3,NO,1,0,NO,50800,5080,5080,40640,1997,1992,3,19,2015,1,13,8335,chess 3998 4th hwy columbus audi a3,1
